formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C25H26O13,[M + Na]+,C25H26NaO13+,Shikimates and Phenylpropanoids,0.997,Flavonoids,0.990,Flavones,0.995,Phenylpropanoids and polyketides,0.987,Flavonoids,0.937,Flavonoid glycosides,0.926,Flavonoid C-glycosides,0.937,Flavonoid 8-C-glycosides,0.809,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Monosaccharides; Flavones; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid 8-C-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,557.127,297,4.947,766802582827394260,766798207581051503,766798207581051502,2566,
1,C32H36O18,[M + Na]+,C32H36NaO18+,Shikimates and Phenylpropanoids,0.995,Phenylpropanoids (C6-C3),0.995,Cinnamic acids and derivatives,0.996,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Alcohols and polyols,0.989,Cyclic alcohols and derivatives,0.993,Quinic acids and derivatives,0.996,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",731.180,297,4.953,766802679355107640,766798227369782020,766798227369782019,3435,
1,C17H24N6O7,[M + H]+,C17H25N6O7+,Amino acids and Peptides,0.690,Phenylpropanoids (C6-C3),0.391,Polyamines,0.286,Organic acids and derivatives,0.984,Carboxylic acids and derivatives,0.927,"Amino acids, peptides, and analogues",0.684,Amino acids and derivatives,0.675,Alpha amino acids and derivatives,0.552,"Organic compounds; Amino acids, peptides, and analogues; Styrenes; Alpha amino acids and derivatives; Alkyl aryl ethers; Anisoles; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Cinnamic acid amides; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",425.178,297,4.954,766802627966494772,766798164287436750,766798164287436749,757,
1,C15H12O5,[M + H]+,C15H13O5+,Shikimates and Phenylpropanoids,0.999,Flavonoids,0.991,Flavan-3-ols,0.669,Phenylpropanoids and polyketides,0.979,Flavonoids,0.974,Hydroxyflavonoids,0.972,3'-hydroxyflavonoids,0.684,3'-hydroxyflavonoids,0.684,Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,273.076,298,4.970,766802725144325200,766798206222096707,766798206222096706,2504,
1,C14H20O4S,[M + K]+,C14H20KO4S+,Terpenoids,0.462,Macrolides,0.351,Menthane monoterpenoids,0.275,Lipids and lipid-like molecules,0.509,,,,,,,Lipids and lipid-like molecules,0.509,Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Thioethers; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,323.074,301,5.020,766802691472452032,766798153126392031,766798153126392030,392,
1,C14H20N4O3,[M + H]+,C14H21N4O3+,Amino acids and Peptides,0.770,Phenylpropanoids (C6-C3),0.796,Cinnamic acid amides,0.962,Phenylpropanoids and polyketides,0.911,Cinnamic acids and derivatives,0.968,Hydroxycinnamic acids and derivatives,0.887,,,Hydroxycinnamic acids and derivatives,0.887,"Organic compounds; Styrenes; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cinnamic acid amides; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",293.161,301,5.025,766802692864961093,766798234500100385,766798234500100384,3755,
1,C15H22N4O3,[M + H]+,C15H23N4O3+,Amino acids and Peptides,0.923,Phenylpropanoids (C6-C3),0.979,Cinnamic acid amides,0.990,Phenylpropanoids and polyketides,0.981,Cinnamic acids and derivatives,0.987,Hydroxycinnamic acids and derivatives,0.935,,,Hydroxycinnamic acids and derivatives,0.935,Organic compounds; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Carboximidamides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,307.176,302,5.030,766804748740832549,766798166569138541,766798166569138540,843,
1,C11H18N4O5,[M + H]+,C11H19N4O5+,Carbohydrates,0.849,Nucleosides,0.871,Purine nucleosides,0.266,Benzenoids,0.805,Benzene and substituted derivatives,0.873,Benzoic acids and derivatives,0.853,Benzamides,0.641,Benzamides,0.641,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Benzoic acids and derivatives; Benzamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Benzoyl derivatives; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",287.137,302,5.041,766802584328955499,766798234739175768,766798234739175767,3767,
1,C22H36N4O13,[M + K]+,C22H36KN4O13+,Carbohydrates,0.726,Saccharides,0.139,Pyrimidine nucleosides,0.090,Organic oxygen compounds,1.000,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.968,Glycosyl compounds,0.914,O-glycosyl compounds,0.926,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyclitols and derivatives; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,603.190,305,5.078,766802716231429044,766798203978143597,766798203978143596,2407,
1,C14H20N2O3,[M + H]+,C14H21N2O3+,Alkaloids,0.975,Ornithine alkaloids,0.996,Polyamines,0.998,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.634,Amino acids and derivatives,0.632,Amino acids and derivatives,0.632,"Organic compounds; Amino acids, peptides, and analogues; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Cinnamic acid amides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",265.155,306,5.096,766803511119152409,766798175775637561,766798175775637560,1195,
1,C32H36O18,[M + Na]+,C32H36NaO18+,Shikimates and Phenylpropanoids,0.995,Phenylpropanoids (C6-C3),0.995,Cinnamic acids and derivatives,0.996,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Alcohols and polyols,0.989,Cyclic alcohols and derivatives,0.993,Quinic acids and derivatives,0.997,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",731.179,306,5.106,766802731473530269,766798203319637724,766798203319637723,2378,
1,C13H22N2O5S2,[M + H]+,C13H23N2O5S2+,Amino acids and Peptides,0.639,Small peptides,0.162,Dipeptides,0.063,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.995,"Amino acids, peptides, and analogues",0.840,Amino acids and derivatives,0.835,N-acyl-alpha amino acids,0.506,"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",351.105,307,5.113,766803531557996707,766798210844220715,766798210844220714,2710,
1,C9H6O2,[M + H]+,C9H7O2+,Shikimates and Phenylpropanoids,0.600,Coumarins,0.463,Chromones,0.310,Benzenoids,0.991,Phenols,0.547,1-hydroxy-2-unsubstituted benzenoids,0.547,,,1-hydroxy-2-unsubstituted benzenoids,0.547,Organic compounds; Organoheterocyclic compounds; Phenols; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,147.044,307,5.123,766802781998117489,766798230901386758,766798230897192453,3592,
1,C10H8O3,[M + H]+,C10H9O3+,Shikimates and Phenylpropanoids,0.946,Phenylpropanoids (C6-C3),0.994,Cinnamic acids and derivatives,0.995,Phenylpropanoids and polyketides,0.852,Cinnamic acids and derivatives,0.652,Hydroxycinnamic acids and derivatives,0.652,Coumaric acids and derivatives,0.622,Coumaric acids and derivatives,0.622,"Organic compounds; Lipids and lipid-like molecules; Cinnamaldehydes; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Alpha,beta-unsaturated aldehydes; Enals; Benzenoids; Methyl esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",177.055,309,5.145,766802718336969747,766798220621145429,766798220621145428,3136,
1,C19H28O10,[M + Na]+,C19H28NaO10+,Terpenoids,0.674,Triterpenoids,0.365,Quassinoids,0.492,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.857,Glycosyl compounds,0.791,O-glycosyl compounds,0.806,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,439.158,309,5.146,766802755414617807,766798189683952525,766798189683952524,1783,
1,C26H32O13,[M + Na]+,C26H32NaO13+,Shikimates and Phenylpropanoids,0.993,Lignans,0.953,Furofuranoid lignans,0.863,"Lignans, neolignans and related compounds",0.891,Lignan glycosides,0.875,,,,,Lignan glycosides,0.875,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Primary alcohols; Organooxygen compounds; Lignans, neolignans and related compounds; Hexoses; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Furofuran lignans; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",575.173,309,5.147,766802816324303110,766798206905768409,766798206905768408,2536,
1,C10H10O4,[M + H]+,C10H11O4+,Shikimates and Phenylpropanoids,0.954,Phenylpropanoids (C6-C3),0.975,Cinnamic acids and derivatives,0.979,Phenylpropanoids and polyketides,0.954,Cinnamic acids and derivatives,0.958,Hydroxycinnamic acids and derivatives,0.969,Coumaric acids and derivatives,0.956,Coumaric acids and derivatives,0.956,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Methyl esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",195.065,310,5.174,766802774368677961,766798227088763602,766798227088763601,3425,
